id	type	qualifier	systematic	gene	aliases	chromname	?	chrom#	from	to	strand				Notes
YPL179W	gene	?	YPL179W	PPQ1	PPQ1,SAL6	chromosome 16		16	208156	209805	W				Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family
tE(UUC)P	tRNA_gene	?	tE(UUC)P	tE(UUC)P		chromosome 16		16	210191	210262	C				Glutamate tRNA (tRNA-Glu), predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p; target of K. lactis zymocin
YPL178W	gene	?	YPL178W	CBC2	CBC2,CBP20,MUD13,SAE1	chromosome 16		16	212157	212783	W				Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p, possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif
YPL177C	gene	?	YPL177C	CUP9	CUP9	chromosome 16		16	213041	213961	C				Homeodomain-containing transcriptional repressor; regulates expression of PTR2, which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis, resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog, TOS8, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress
YPL176C	gene	?	YPL176C	TRE1	TRE1	chromosome 16		16	216011	218362	C				Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitylation and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog, TRE2, that arose from the whole genome duplication
YPL175W	gene	?	YPL175W	SPT14	SPT14,CWH6,GPI3	chromosome 16		16	218629	220087	W				UDP-glycosyltransferase subunit of the GPI-GnT complex; UDP-GlcNAc-binding and catalytic subunit of the enzyme that mediates the first step in glycosylphosphatidylinositol (GPI) biosynthesis, mutations cause defects in transcription and in biogenesis of cell wall proteins
YPL174C	gene	?	YPL174C	NIP100	NIP100,PAC13	chromosome 16		16	220166	222772	C				Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)
YPL173W	gene	?	YPL173W	MRPL40	MRPL40,YmL40,mitochondrial 54S ribosomal protein YmL40	chromosome 16		16	223142	224035	W				Mitochondrial ribosomal protein of the large subunit
YPL172C	gene	?	YPL172C	COX10	COX10	chromosome 16		16	224352	225740	C				Heme A:farnesyltransferase; catalyzes the first step in the conversion of protoheme to the heme A prosthetic group required for cytochrome c oxidase activity; human ortholog is associated with mitochondrial disorders
YPL171C	gene	?	YPL171C	OYE3	OYE3,ZRG6	chromosome 16		16	226168	227370	C				Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); homologous to Oye2p with different ligand binding and catalytic properties; has potential roles in oxidative stress response and programmed cell death
YPL170W	gene	?	YPL170W	DAP1	DAP1	chromosome 16		16	228313	228771	W				Heme-binding protein; involved in regulation of cytochrome P450 protein Erg11p; damage response protein, related to mammalian membrane progesterone receptors; mutations lead to defects in telomeres, mitochondria, and sterol synthesis
YPL169C	gene	?	YPL169C	MEX67	MEX67	chromosome 16		16	229038	230837	C				Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP
YPL168W	gene	?	YPL168W	YPL168W		chromosome 16		16	231216	232508	W				Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; expression may be cell cycle-regulated
YPL167C	gene	?	YPL167C	REV3	REV3,PSO1	chromosome 16		16	232592	237106	C				Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; forms a complex with Rev7p, Pol31p and Pol32p
YPL166W	gene	?	YPL166W	ATG29	ATG29	chromosome 16		16	237337	237978	W				Autophagy-specific protein; required for recruiting other ATG proteins to the pre-autophagosomal structure (PAS); interacts with Atg17p and localizas to the PAS in a manner interdependent with Atg17p and Cis1p; not conserved; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress
YPL165C	gene	?	YPL165C	SET6	SET6	chromosome 16		16	237955	239076	C				SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis, may be involved in compound availability
YPL164C	gene	?	YPL164C	MLH3	MLH3,mismatch repair protein MLH3	chromosome 16		16	239349	241496	C				Protein involved in DNA mismatch repair and meiotic recombination; involved in crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian microsatellite instability
YPL163C	gene	?	YPL163C	SVS1	SVS1	chromosome 16		16	241917	242699	C				Cell wall and vacuolar protein; required for wild-type resistance to vanadate; SVS1 has a paralog, SRL1, that arose from the whole genome duplication
YPL162C	gene	?	YPL162C	YPL162C		chromosome 16		16	243205	244026	C				Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of vacuole with cell cycle-correlated morphology
YPL161C	gene	?	YPL161C	BEM4	BEM4,ROM7	chromosome 16		16	244318	246219	C				Protein involved in establishment of cell polarity and bud emergence; interacts with the Rho1p small GTP-binding protein and with the Rho-type GTPase Cdc42p; involved in maintenance of proper telomere length
YPL160W	gene	?	YPL160W	CDC60	CDC60,LeuRS,leucine--tRNA ligase CDC60	chromosome 16		16	246989	250261	W				Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA
YPL159C	gene	?	YPL159C	PET20	PET20	chromosome 16		16	250906	251667	C				Mitochondrial protein; required for respiratory growth under some conditions and for stability of the mitochondrial genome
YPL158C	gene	?	YPL158C	AIM44	AIM44,GPS1	chromosome 16		16	252033	254309	C				Protein that regulates Cdc42p and Rho1p; functions in the late steps of cytokinesis and cell separation; sustains Rho1p at the cell division site after actomyosin ring contraction; inhibits the activation of Cdc42-Cla4 at the cell division site to prevent budding inside the old bud neck; transcription is regulated by Swi5p; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from bud neck to cytoplasm upon DNA replication stress
YPL157W	gene	?	YPL157W	TGS1	TGS1	chromosome 16		16	254813	255760	W				Trimethyl guanosine synthase, conserved nucleolar methyl transferase; converts the m(7)G cap structure of snRNAs, snoRNAs, and telomerase TLC1 RNA to m(2,2,7)G; also required for nucleolar assembly and splicing of meiotic pre-mRNAs; interacts with Swm2p, which may confer substrate specificity on Tgs1p
YPL156C	gene	?	YPL156C	PRM4	PRM4,pheromone-regulated protein PRM4	chromosome 16		16	255912	256766	C				Pheromone-regulated protein proposed to be involved in mating; predicted to have 1 transmembrane segment; transcriptionally regulated by Ste12p during mating and by Cat8p during the diauxic shift
YPL155C	gene	?	YPL155C	KIP2	KIP2	chromosome 16		16	257215	259335	C				Kinesin-related motor protein involved in mitotic spindle positioning; stabilizes microtubules by targeting Bik1p to the plus end; Kip2p levels are controlled during the cell cycle
YPL154C	gene	?	YPL154C	PEP4	PEP4,PHO9,PRA1,proteinase A,yscA	chromosome 16		16	259713	260930	C				Vacuolar aspartyl protease (proteinase A); required for posttranslational precursor maturation of vacuolar proteinases; important for protein turnover after oxidative damage; plays a protective role in acetic acid induced apoptosis; synthesized as a zymogen, self-activates
YPL153C	gene	?	YPL153C	RAD53	RAD53,LSD1,MEC2,SPK1,serine/threonine/tyrosine protein kinase RAD53	chromosome 16		16	261726	264191	C				DNA damage response protein kinase; required for cell-cycle arrest in response to DNA damage; activated by trans autophosphorylation when interacting with hyperphosphorylated Rad9p; also interacts with ARS1 and plays a role in initiation of DNA replication; activates the downstream kinase Dun1p; differentially senses mtDNA depletion and mitochondrial ROS; required for regulation of copper genes in response to DNA-damaging agents; relocalizes to cytosol in response to hyoxia
YPL152W-A	gene	?	YPL152W-A	YPL152W-A		chromosome 16		16	264601	264699	W				Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YPL152W	gene	?	YPL152W	RRD2	RRD2,YPA2,peptidylprolyl isomerase RRD2	chromosome 16		16	265027	266103	W				Peptidyl-prolyl cis/trans-isomerase; also activates the phosphotyrosyl phosphatase activity of protein phosphatase 2A (PP2A); regulates G1 phase progression, the osmoresponse, microtubule dynamics; subunit of the Tap42p-Pph21p-Rrd2p complex; protein abundance increases in response to DNA replication stress
YPL151C	gene	?	YPL151C	PRP46	PRP46,NTC50	chromosome 16		16	266179	267534	C				Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs
YPL150W	gene	?	YPL150W	YPL150W	non-specific serine/threonine protein kinase	chromosome 16		16	268187	270892	W				Protein kinase of unknown cellular role; binds phosphatidylinositols and cardiolipin in a large-scale study
YPL149W	gene	?	YPL149W	ATG5	ATG5,APG5	chromosome 16		16	271309	272193	W				Conserved protein involved in autophagy and the Cvt pathway; undergoes conjugation with Atg12p to form a complex involved in Atg8p lipidation; Atg5p-Atg12p conjugate also forms a complex with Atg16p; the Atg5-Atg12/Atg16 complex binds to membranes and is essential for autophagosome formation; also involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner
YPL148C	gene	?	YPL148C	PPT2	PPT2	chromosome 16		16	272293	272814	C				Phosphopantetheine:protein transferase (PPTase); activates mitochondrial acyl carrier protein (Acp1p) by phosphopantetheinylation
YPL147W	gene	?	YPL147W	PXA1	PXA1,ATP-binding cassette long-chain fatty acid transporter PXA1,LPI1,PAL1,PAT2,SSH2	chromosome 16		16	273254	275866	W				Subunit of a heterodimeric peroxisomal ABC transport complex; required for import of long-chain fatty acids into peroxisomes; similarity to human adrenoleukodystrophy transporter ABCD1 and ABCD2 and ALD-related proteins; mutations in ABCD1 cause X-linked adrenoleukodystrophy (X-ALD), a peroxisomal disorder; complex also includes Pxa2p
YPL146C	gene	?	YPL146C	NOP53	NOP53,RRP16	chromosome 16		16	276161	277528	C				Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p and with the nucleolar proteins Nop17p and Nip7p; null mutant is viable but growth is severely impaired
YPL145C	gene	?	YPL145C	KES1	KES1,BSR3,LPI3,OSH4,oxysterol-binding protein KES1	chromosome 16		16	278394	279698	C				One of seven members of the yeast oxysterol binding protein family; involved in negative regulation of Sec14p-dependent Golgi complex secretory functions, peripheral membrane protein that localizes to the Golgi complex; KES1 has a paralog, HES1, that arose from the whole genome duplication
YPL144W	gene	?	YPL144W	POC4	POC4,DMP1,PBA4	chromosome 16		16	280479	280925	W				Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions
snR17b	snoRNA_gene	?	snR17b	SNR17B	SNR17B,U3	chromosome 16		16	281055	281516	C				Small nucleolar RNA (snoRNA) U3; part of small (ribosomal) subunit (SSU) processosome; SNR17A also encodes snoRNA U3
YPL143W	gene	?	YPL143W	RPL33A	RPL33A,L33A,L33e,RPL37A,YL37,l37A,ribosomal 60S subunit protein L33A,rp47	chromosome 16		16	282121	282969	W				Ribosomal 60S subunit protein L33A; N-terminally acetylated; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable; homologous to mammalian ribosomal protein L35A, no bacterial homolog; RPL33A has a paralog, RPL33B, that arose from the whole genome duplication
YPL142C	gene	?	YPL142C	YPL142C		chromosome 16		16	282685	283002	C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF RPL33A/YPL143W, a component of the large (60S) ribosomal subunit
YPL141C	gene	?	YPL141C	FRK1	FRK1,protein kinase FRK1	chromosome 16		16	283463	286060	C				Protein kinase of unknown cellular role; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; interacts with rRNA transcription and ribosome biogenesis factors and the long chain fatty acyl-CoA synthetase Faa3p; FRK1 has a paralog, KIN4, that arose from the whole genome duplication
YPL140C	gene	?	YPL140C	MKK2	MKK2,LPI6,SSP33,putative mitogen-activated protein kinase kinase MKK2	chromosome 16		16	287513	289033	C				MAPKK involved in the protein kinase C signaling pathway; involved in control of cell integrity; upon activation by Bck1p phosphorylates downstream target, Slt2p; functionally redundant with Mkk1p; MKK2 has a paralog, MKK1, that arose from the whole genome duplication
YPL139C	gene	?	YPL139C	UME1	UME1,WTM3	chromosome 16		16	289668	291050	C				Component of both the Rpd3S and Rpd3L histone deacetylase complexes; negative regulator of meiosis; required for repression of a subset of meiotic genes during vegetative growth, binding of histone deacetylase Rpd3p required for activity, contains a NEE box and a WD repeat motif; homologous with Wtm1p; UME1 has a paralog, WTM2, that arose from the whole genome duplication
